23.3854,-24.7119,-30.5052,-8.86955,18.0813,14.5322
49.9168,26.6694,22.8439,-8.60151,-1.57855,-3.18801
-7.32478,-50.7091,11.5277,-8.53597,18.8485,19.2913
48.2294,29.7066,33.7389,-8.15334,-3.16961,8.43781
46.3317,18.1089,39.8937,-9.11222,16.4723,-2.80636
41.9972,-42.5669,-3.60667,9.34067,19.1892,0.835272
47.7526,-10.4751,35.1687,-2.78649,7.08129,-9.97082
60.6933,-10.3606,23.51,-8.36253,-7.53049,12.4065
22.7435,-29.0574,52.4709,-1.30346,6.95741,-2.52618
29.9644,-50.366,-3.50982,3.28601,14.3455,-2.68081
42.33,20.6514,43.2968,-2.34996,-8.16137,-2.23921
43.6869,1.57677,-40.3993,2.97706,21.9432,12.7789
42.3232,21.2412,-42.1334,12.6248,15.7889,21.0194
67.8027,-21.3866,29.7089,2.9772,4.13,22.8853
54.6117,24.8968,-38.5587,-4.8679,21.9801,-1.7665
35.76,20.9207,67.75,17.0649,-4.7546,5.3699
40.2398,-55.9318,11.0722,15.1199,5.9399,-9.925
