1.2028,-0.0326,3.0996
2.3668,0.1307,3.5690
3.5230,0.3743,3.9309
4.7025,0.5556,4.3648
5.8061,0.8878,4.8952
6.9493,1.0676,5.3838
8.2016,1.3306,5.8115
9.3300,1.5687,6.1979
1.1082,1.1234,-3.2364
2.1521,1.3057,-2.7762
3.1882,1.5684,-2.4236
4.2476,1.7688,-1.9989
5.2311,2.1199,-1.4777
6.2542,2.3188,-0.9983
7.3864,2.6009,-0.5799
8.3948,2.8580,-0.2027
3.8125,0.4482,1.4662
4.7027,1.4123,2.1595
5.5851,2.4566,2.7452
6.4908,3.4387,3.4030
7.3206,4.5716,4.1573
8.1900,5.5521,4.8698
9.1685,6.6160,5.5213
10.0231,7.6548,6.1317
0.0996,0.7831,4.7190
1.0570,2.1431,5.0013
2.0066,3.5833,5.1759
2.9795,4.9613,5.4226
3.8764,6.4901,5.7658
4.8130,7.8665,6.0672
5.8587,9.3262,6.3077
6.7806,10.7609,6.5069
-2.2057,3.0174,1.5343
-0.9194,4.4498,2.9027
0.3591,5.9624,4.1635
1.6608,7.4127,5.4964
2.8867,9.0139,6.9258
4.1522,10.4627,8.3134
5.5268,11.9948,9.6400
6.7775,13.5019,10.9254
-3.2934,-0.4728,-3.2667
-1.8683,0.3408,-3.1114
-0.4509,1.2347,-3.0637
0.9897,2.0663,-2.9439
2.3544,3.0488,-2.7277
3.7588,3.8789,-2.5532
5.2722,4.7922,-2.4397
6.6618,5.6806,-2.3674
2.5679,-0.2797,-0.6974
2.5954,0.5653,0.6890
2.6151,1.4906,1.9678
2.6581,2.3536,3.3187
2.6252,3.3675,4.7661
2.6319,4.2290,6.1717
2.7477,5.1738,7.5163
2.7397,6.0935,8.8197
7.0839,2.5749,1.4125
7.8013,2.7038,1.4649
8.5109,2.9130,1.4097
9.2439,3.0599,1.4266
9.9009,3.3576,1.5400
10.5975,3.5030,1.6116
11.4032,3.7317,1.6222
12.0851,3.9353,1.5916
-0.6893,-2.0396,-1.7533
0.4057,-0.6425,-1.2304
1.4930,0.8350,-0.8151
2.6036,2.2502,-0.3278
3.6382,3.8161,0.2561
4.7125,5.2298,0.7981
5.8958,6.7267,1.2792
6.9554,8.1986,1.7191
-2.6574,4.5948,-4.8841
-1.1491,5.7044,-3.9322
0.3515,6.8943,-3.0879
1.8753,8.0218,-2.1715
3.3232,9.3002,-1.1586
4.8107,10.4263,-0.1875
6.4074,11.6356,0.7226
7.8801,12.8199,1.5916
2.3519,-0.3652,5.1014
3.8083,0.8944,6.0401
5.2570,2.2342,6.8713
6.7289,3.5118,7.7745
8.1250,4.9401,8.7743
9.5606,6.2162,9.7322
11.1053,7.5755,10.6291
12.5263,8.9097,11.4849
5.0563,0.3185,2.0940
5.9371,0.7147,2.4481
6.8101,1.1912,2.6946
7.7063,1.6054,3.0132
8.5267,2.1705,3.4282
9.3867,2.5832,3.8015
10.3558,3.0791,4.1138
11.2010,3.5501,4.3849
